translated_title,translated_description,image,category,subcategory,
Dr. Oetker Coco Cake Mix 450 g,Dr. Oetker Coco Cake Mix 450 g,https://images.rappi.com.br/products/2096070293-1573754649205.png,cake shop,powdered desserts,
Johnson&#39;s Baby Drops of Brightness 200 ml,"Johnson&#39;S Baby Drops of Brightness Conditioner With 200 mL. (Key Words: Shampoo, Hair, Hair Cleansing, Infant, Child, Baby, Baby Shampoo, Baby Hair)",https://images.rappi.com.br/products/2093740097-1579553388256.png,hair care,conditioner,
Provolone,(accompanies: olive oil and oregano),,cheese,cheeses soft and hard,
Perfect Smooth Silk Shampoo 325mL,"Perfectly smooth and silky hair only with the Perfect Smooth and Silky Silk line. Its innovative formula has the Smooth Sealer technology that acts on the hair fiber, to clean the residues, and keeps the hair aligned while it dries. The result is a perfect smooth easy and practical.",https://images.rappi.com.br/products/2090107496-1550234602.png,hair care,shampoo,
Protex Facial Oil Control Soap 150 mL,Protex Oil Control Soap 150 mL,https://images.rappi.com.br/products/2097056333-1581362957261.png,skin care,anti acne care,
Payot Botanical Shampoo Calendula and Aloe Vera 300 mL,Payot Botanical Shampoo Calendula and Aloe Vera 300 mL,,hair care,shampoo,
Stainless Steel Rich Cuticle Spatula,Stainless Steel Rich Cuticle Spatula,https://images.rappi.com.br/products/2095599876-1576675667337.jpg,hygiene and care,other hygiene and care,
White Beans Ready Camil 247 Gr,White Beans Ready Camil 247 Gr,https://images.rappi.com.br/products/2092671306-1539962126.png,fruits and vegetables,vegetables,
Pasta Adria Penne Double 500 g,Pasta Adria Penne Double 500 g,https://images.rappi.com.br/products/2096623540-1578497398186.png,rice grains and pasta,pasta,
Vitacid Acne 12 Mg + 0.25 Mg Gel 2 g,#N/D,https://images.rappi.com.br/products/2095417933-1571150118810.png,skin care,anti acne care,
Liquid Yogurt go Chamyto Vitamina 100 g,Nestle Vitamin Liquid Yogurt Chamyto Go 100G,https://images.rappi.com.br/products/2093045371-1543954816.png,yogurt and dairy drinks,yogurt,
Colomba Bauducco Mousse 650 g,Colomba Bauducco Mousse 650 g,https://images.rappi.com.br/products/2097600281-1586384961572.png,cake shop,powdered desserts,
Sparkling Salton Evidence Brut 750 mL,Sparkling Salton Evidence Brut 750 mL,https://images.rappi.com.br/products/2093443672-1550162025.png,wines,champagne,
Protex Men Sport Antibacterial Soap 85 g,Protex Men Sport Antibacterial Soap 85 g,https://images.rappi.com.br/products/2098027139-1588197994198.png,hygiene and care,soaps,
Granola Almonds And Seeds Coco &amp; Lula 1 und,Granola Almonds And Seeds Coco &amp; Lula 1 und PLU: 1414180,,snacks and confectionery,nuts and seeds,
Ripe Plantain Unit Sel Caru Sm 1 u,Ripe Plantain Unit Sel Caru Sm 1 u PLU: 1617144,,fruits and vegetables,fruits,
Cremoso Soap Cream With Cif 500 mL,Cremoso Soap Cream With Cif 500 mL,https://images.rappi.com.br/products/2092925194-1568654598852.png,cleaning,multipurpose cleaners,
Choice Nutrition Meaty Bone 7 cm,Choice Nutrition Meaty Bone 7 cm - Prices including VAT,https://images.rappi.com.mx/products/975707451-1537992954.png,meats,beef,
Ensure Banana Milk 900 g,Ensure Banana Milk 900 g,https://images.rappi.com.br/products/2097253233-1582824385960.png,milk,milk powder,
Picato 500 mgc / G In Gel 2 Tubes With 047G &amp; Nbsp;,Picato 500 mgc / G In Gel 2 Tubes With 047G &amp; Nbsp;,https://images.rappi.com.br/products/2098113000-1588906501722.png,dermatological care,other dermatological care,
Pink Cassava Gum Hydrated Gum 1Kg,Pink Cassava Gum Hydrated Gum 1Kg,https://images.rappi.com.br/products/2093066801-1545448379.png,,,
Tonica Fruki 1.5L,Tonica Fruki 1.5L,https://images.rappi.com.br/products/2090119361-1524523139.png,waters,other waters,
Johnson &amp; Johnson Renovating Nutrition Liquid Soap 200 mL,Johnson &amp; Johnson Renovating Nutrition Liquid Soap 200 mL,https://images.rappi.com.br/products/2094529597-1579557734086.png,hygiene and care,shampoo and soap,
Bstn Diabetic Foot Insoles 8-10,Bstn Diabetic Foot Insoles 8-10 - Prices including VAT,https://images.rappi.com.mx/products/975207282-1500020559.png,foot care,accessories,
Intimus Days Protector Without Flaps Without Perfume With 60 Und,Intimus Days Protector Without Flaps Without Perfume With 60 Und,https://images.rappi.com.br/products/2098419555-1591373687359.jpg,incontinence protection,other incontinence protection,
Sparkling National Series By Salton Demi Sec,Sparkling National Series By Salton Demi Sec,https://images.rappi.com.br/products/2090124122-1524524111.png,wines,champagne,
Soap Stone Bar Glic Fresh 1 Kg,Soap Stone Bar Glic Fresh 1 Kg,https://images.rappi.com.br/products/2096593964-1580938786098.png,hygiene and care,shampoo and soap,
Baden Baden Chocolate Mousse Ice Cream 618 g,Baden Baden Chocolate Mousse Ice Cream 618 g,,ice cream and desserts,ice creams,
3x1 Light 3 Spiced Popcorn Maize Chef Touch 100g,"Spiced microwave popcorn corn has unrivaled quality, is irresistible to accompany your favorite cartoon, soap opera and football. Whatever the moment, your joy is guaranteed.",https://images.rappi.com.br/products/2093432328-1550024520.png,snacks and confectionery,popcorn,
Pelé Extra Strong Coffee 250 g,Pelé Extra Strong Coffee 250 g,https://images.rappi.com.br/products/2096598937-1578406242139.png,"coffee, chocolates and teas",coffee,
Dona Benta Wheat Flour With Yeast 1 Kg,Dona Benta Wheat Flour With Yeast 1 Kg,https://images.rappi.com.br/products/2095904127-1573747297109.png,cake shop,baking powder,
Cheese Plate Canto De Minas,Cheese Plate Canto De Minas,https://images.rappi.com.br/products/2096694784-1579092976631.png,cheese,cheeses soft and hard,
Sal Fino 1 Kg,Sal Fino 1 Kg,https://images.rappi.com.br/products/2095273826-1580938732254.png,seasonings,salt,
Diclofenac Dietlamonium Gel 60 g Generic Non Chemical,"Diclofenac Diethylammonium Neo Chemical name of the active substance: Diclofenac Diethylammonium MS 1558403610019 Diclofenac diethylammonium can be indicated to treat other conditions according to the medical indication. Presentation of Diclofenac Diethylammonium - Neo Chemistry Diclofenac diethylammonium is a topical anti-inflammatory indicated to relieve the symptoms of inflammation such as swelling and pain, in the following situations: bruises, injuries, sprains, back pain, and other inflammation of traumatic origin. Tendonitis, tennis elbow and other types of soft tissue rheumatism. Some types of mild arthritis in the arms, legs and back.",https://images.rappi.com.br/products/2094286677-1560195208.png,pain relief,topical analgesics,
Chocolate Ferrero Rocher 150 g 12 and,Chocolate Ferrero Rocher 150 g 12 and,https://images.rappi.com.br/products/2098172720-1589379406011.png,snacks and confectionery,chocolates,
Johnson&#39;s Lavender &amp; Chamomile Moisturizer 400mL,"Johnson&#39;s Lavender and Chamomile Body Moisturizer Active Principle: None MS Record: - Johnson&#39;s Lavender and Chamomile Body Moisturizer was developed for women who like to have their skin beautiful, radiant and irresistibly soft to make the most of every moment with the people around them. around. Conquer a smooth and deliciously scented skin and live every moment. Weight: 132 gr - Dosage: - Manufacture: None - Brand: Johnson &amp; Johnson IF THE SYMPTOMS PERSIST, THE DOCTOR SHOULD BE CONSULTED. (Key Words: Your Beauty, Skin Care, Moisturizer)",https://images.rappi.com.br/products/2092660521-1579549453540.png,hygiene and care,"cream, lotion and gel",
Norma Highlighters,Yellow Blister Highlighter - PLU: 723213,,school supplies,school supplies,
Calcort 30 mg with 10 tablets,Calcort 30 mg with 10 tablets,https://images.rappi.com.br/products/2093515475-1579627798294.png,other drugs,other drugs,
Medoc Dry French Red Wine 750 mL,Medoc Dry French Red Wine 750 mL (Key Words: drink),https://images.rappi.com.br/products/2094654486-1565300296444.png,wines,red wine,
Nativa Spa Moisturizing Body Oil Karite 250 mL,Nativa Spa Moisturizing Body Oil Karite 250 mL,https://images.rappi.com.br/products/2092700144-1539008580.png,hygiene and care,talc and oil,
Bioderm Oroargan Cream Shampoo Kit 250 mL 2 Und Free H,Bioderm Oroargan Cream Shampoo Kit 250 mL 2 Und Free H,https://images.rappi.com.br/products/2093539275-1550602133.png,hair care,shampoo,
Family Cheese Bread 1 Kg,Family Cheese Bread 1 Kg,https://images.rappi.com.br/products/2096041763-1573667151597.jpeg,cake shop,powdered desserts,
Helmiben-Nf With 6 Tablets,Helmiben-Nf With 6 Tablets,https://images.rappi.com.br/products/2093537160-1579628563190.png,other drugs,other drugs,
Red Wine Thrones Reserve Cabernet Sauvignon 750 mL,"If you have that special date, but still don&#39;t know what the best drink to take for the occasion, the best option on the market is the sophisticated and tasty Reserve Red Wine Cabernet Sauvignon 750 mL, from Tronos. Produced with the best strains of the Cabernet Sauvignon grape, the product has as its great virtue its sweet taste, perfect to accompany pasta, white and red meats. (Key Words: drink)",https://images.rappi.com.br/products/2092893238-1542049285.png,wines,red wine,
Paleta De Sombras Beauty By Payot Boca Rosa #Bembasiquinha,Paleta De Sombras Beauty By Payot Boca Rosa #Bembasiquinha,https://images.rappi.com.br/products/2093781725-1553114965.png,makeup,eyes makeup,
Salon Line Aloe Hydra Combing Cream 300 mL,Salon Line Aloe Hydra Combing Cream 300 mL,https://images.rappi.com.br/products/2096650389-1579719848055.jpg,hair care,repair and treatment,
Vult Pearl Color Illuminator,Vult Pearl Color Illuminator,https://images.rappi.com.br/products/2094923985-1567171681979.png,makeup,face makeup,
Marques Casa Concha Red Wine Merlot 750 mL,Marques Casa Concha Red Wine Merlot 750 mL,https://images.rappi.com.br/products/2095604567-1575657812180.png,wines,red wine,
mild 20 - Spiced Farofa da Terrinha Peppered 300 g,Spiced Terrinha Farofa Spiced 300 g,,,,
Flormel Sweet Milk Ball With Coconut 3 Und,Ball of Sweet Milk with Coco Flormel is a Source of Fiber; Zero Addition of Sugars,https://images.rappi.com.br/products/2094979067-1567531198626.png,cake shop,other pastries,
Organic Tomate Tomy - 180G,Organic Tomate Tomy - 180G,https://images.rappi.com.br/products/2092876415-1556135535.png,fruits and vegetables,fruits,
Batom Super Stay 24h,Batom Super Stay 24h,https://images.rappi.com.br/products/2093513677-1550601041.png,makeup,lip makeup,
S.Blan Nederburg Found African Wine 750 mL,S.Blan Nederburg Found African Wine 750 mL,https://images.rappi.com.br/products/2093724422-1552920682.png,wines,champagne,
Granola Natural company gourmet 312 g,Granola Natural company gourmet 312 g,https://images.rappi.com.mx/products/975344503-1510805363.png,"cereals, corn flakes and granola",granolas,
Bozzano Modeling Glue 150G,Bozzano Modeling Glue 150G,,school supplies,school supplies,
Popcorn Maize 500 g,Popcorn Maize 500 g,https://images.rappi.com.br/products/2096472725-1576273945102.png,snacks and confectionery,popcorn,
Havaianas New Baby Pets Sandal 17/18 White / Mor.,Havaianas New Baby Pets Sandal 17/18 White / Mor.,https://images.rappi.com.br/products/2093326116-1549025621.png,baby shoes,baby shoes,
Croissant Ricota Salgada Casa Fiesta,Casa Fiesta Croissant Ricota Salgada (the price of this product may vary according to weight),,bakery,breads,
Limpol Cristal Liquid Detergent 500 mL,Limpol Cristal Liquid Detergent 500 mL,https://images.rappi.com.br/products/2094267034-1568657897308.png,clothing care,detergents,
Nivea Visage Expert Lift Anti-Aging Night Cream 50 mL,Nivea Visage Expert Lift Anti-Aging Night Cream 50 mL,,skin care,oils and creams,
Banana Titi Pizza with Dulce de Leche,Banana with dulce de leche,https://images.rappi.com.br/products/2092437863-1531176596.png,pizzas and savory pies,pizzas and savory pies,
Villars Dark Chocolate Mini Assorted 250 g,Villars Dark Chocolate Mini Assorted 250 g,https://images.rappi.com.br/products/2093681112-1552057824.png,snacks and confectionery,chocolates,
Oral Adeforte with 1 ampoule 3ml,Oral Adeforte with 1 ampoule 3ml,,vitamins and minerals,vitamins,
Yogurt Skim Batavo Natural Traditional 170 g,Natural Traditional Batavo Skimmed Yogurt 170 g (Key Words: milk drink / Batavo),https://images.rappi.com.br/products/2094644937-1565299488433.png,yogurt and dairy drinks,yogurt,
Vinho Bera Alladio Nebbiolo Langhe 750CmL,Vinho Bera Alladio Nebbiolo Langhe 750CmL,https://images.rappi.com.br/products/2090083323-1519745894.png,wines,red wine,
Monte Rojo potatoes,"Papa Rosa, 1 UN - PLU: 1245346",https://images.rappi.com/products/1245346-1567124878.png,snacks and confectionery,savory snacks,
Rexona Antibac Fresh Soap 200 mL,Rexona Antibac Fresh Soap 200 mL,https://images.rappi.com.br/products/2096857458-1579705504568.png,hygiene and care,shampoo and soap,
Bozzano Shaving Foam Sensitive Skin 190 g / 196 mL,Bozzano Shaving Foam Sensitive Skin 190 g / 196 mL,https://images.rappi.com.br/products/2094524227-1563996542380.png,waxing and shaving,"creams, waxes and bands",
Kenko Lemon Salad Dressing 236 mL,Kenko Lemon Salad Dressing 236 mL,,seasonings,other sauces,
Protex Soap Kit Vitamin E Light 6 Pay 5,Protex Soap Kit Vitamin E Light 6 Pay 5. (Key Words: Soap / Personal Hygiene),https://images.rappi.com.br/products/2093377556-1549559518.png,hygiene and care,shampoo and soap,
Dove Anti-Dandruff Shampoo 200mL,Dove Anti-Dandruff Shampoo 200mL,,hair care,shampoo,
